Athlete_ID,Stamina,Endurance,Agility,Reaction_Time,Eye_Sight,Yoyo_Test,Achievements,Fitness_Score,Performance_Score
1,68.72700594236812,59.25664644193098,63.0852841867953,1.0745138924715674,1.4863950539403112,13.936355202774422,1,42.13860298041002,52.13860298041002
2,97.53571532049581,77.0950473689179,62.348939953599995,1.235685816348784,1.7665187951599837,14.734356593750213,1,51.51602704557693,61.51602704557693
3,86.59969709057026,93.64729179382041,95.31272902605184,0.5256082684302488,1.7121931157481909,18.545473932021803,3,60.4518056232772,90.45180562327721
4,79.93292420985183,86.61124432047805,62.477309992475305,1.0123363294890986,0.9846798856325285,13.40004386059892,5,49.624607241228546,99.62460724122855
5,57.80093202212183,90.32805739307248,63.59748630643155,0.9432697780868733,0.9790993636897687,18.69649684812171,3,47.76200728458403,77.76200728458403
6,57.79972601681013,82.93916833553587,87.96991312089818,1.2826794898247524,1.121809241293896,10.881344309766915,9,48.76571591446705,138.76571591446705
7,52.90418060840997,84.61382822589263,72.486992122527,1.3779131786256387,1.2332896716092447,17.767984372086307,9,47.07027521796832,137.07027521796832
8,93.30880728874675,92.45978257826596,88.83552784775907,0.21580380292060286,1.2901466976901792,18.475476330547366,3,60.31287139205748,90.31287139205747
9,80.05575058716045,62.483400442959294,53.26830787821926,1.0762258947764305,1.6156366602000145,11.818176528373387,3,42.43775848468218,72.43775848468218
10,85.40362888980228,74.47124818215703,74.37855968366921,0.2673865388556477,0.8680165185990025,14.303465323722005,5,51.02818664249684,101.02818664249685
11,51.029224714790125,61.06047209098011,51.680680009164135,0.9135162646005628,0.8416072450712797,11.654997746636557,2,36.07506233601066,56.07506233601066
12,98.49549260809971,99.38340039983234,53.13266017276773,0.5739225477567818,1.2702926755326909,17.066041289942177,6,55.13770150079367,115.13770150079367
13,91.62213204002109,97.20296698433066,95.32187266722055,0.5988095793787835,1.6365964305655765,15.353477680616567,7,61.211897041505,131.21189704150498
14,60.61695553391381,51.9713405684253,56.96226855587976,0.6588460544880635,1.0321224115477792,16.35323346708321,9,38.64698612516515,128.64698612516514
15,59.09124836035503,85.27875862578442,76.62103411376086,1.007680183764493,1.569805377507502,11.96486966956211,6,47.5299205647215,107.5299205647215
16,59.17022549267169,96.26241587078329,70.55478013003533,0.6342649553694,1.1117937655283594,12.117458620524195,3,48.658116012765554,78.65811601276556
17,65.21211214797688,59.02876725636668,67.36716631294213,1.1525087657673645,1.8633033305762197,10.414973255099063,5,41.1445199103525,91.1445199103525
18,76.2378215816119,78.39726152763147,94.99166728436361,0.7258856012460306,1.8748279331199398,13.220675351957297,4,53.631481330872,93.63148133087199
19,71.5972509321058,95.77441487940209,51.091169838774476,0.28885916040294624,1.1567446451375918,15.59744661333675,5,48.22724073350344,98.22724073350344
20,64.5614570099021,51.69729892928994,83.18948430877946,1.2188877952293393,1.0759925047558887,18.57934913997329,8,45.233964761587764,125.23396476158777
21,80.59264473611897,84.871013362342,98.16972171067752,0.5714858219705179,1.2935647664794776,16.669274474586807,8,57.54095324535874,137.54095324535874
22,56.97469303260209,64.86745036862754,78.0084091730921,0.7625969434790414,1.0886379022161785,14.353963233997515,6,44.09117600049407,104.09117600049407
23,64.6072324267609,96.21980976882652,96.84112310165459,1.091077048188472,1.6068606119500444,19.531201143941377,1,57.123199636616974,67.12319963661697
24,68.31809216468459,98.55291225826838,52.612893964301186,0.6321930042933257,1.7912776214579427,17.19245200575832,8,48.8121682166032,128.8121682166032
25,72.8034992108518,97.2133244556717,70.93966595370807,0.2735613529907303,1.6077105570934604,19.3016520286255,8,53.793666341625546,133.79366634162554
26,89.25879806965068,73.71071083287319,63.007889548102554,0.6860973611166576,1.7892205366992193,15.275879732721656,2,49.53071182016019,69.53071182016019
27,59.98368910791799,93.10213254946567,86.54104824903649,1.4277831575025945,1.2763905946489689,12.589042747931396,4,51.43166943044829,91.4316694304483
28,75.71172192068059,92.22746992675351,99.06485452486234,1.0342547164881257,0.987580364850633,10.52826686364722,2,56.35710582541958,76.35710582541958
29,79.62072844310212,65.95502366216279,62.82650312221239,1.0729228932673691,1.6855411368771107,17.260848514838507,4,46.58285919693256,86.58285919693256
30,52.32252063599989,91.44577370753387,82.70873007370372,1.021966799728932,1.2325694061698647,11.21302998005534,7,48.433860256874226,118.43386025687423
31,80.37724259507192,51.85038173577463,59.904881637987,0.45868978064726784,1.6055249902749589,13.027751282719672,9,42.128405101490394,132.1284051014904
32,58.526206184364575,79.81349392410266,78.2665127285805,0.7438340233329641,1.1247727303781188,15.324709078838975,8,47.731794615690134,127.73179461569013
33,53.25257964926398,61.50044186438515,73.19662433441681,1.1762217378723139,0.8974755617680072,15.644165877797477,9,42.0758092029884,132.0758092029884
34,97.44427686266667,56.02834428886394,98.60026648157685,0.3317847668191069,1.9910981545853161,16.00583196987136,8,54.98403882544246,134.98403882544247
35,98.28160165372796,53.84766008146046,80.42636363482333,0.5612086089166259,0.9874418095167192,11.662553303497006,2,49.855026023208126,69.85502602320813
36,90.41986740582306,84.81443879390699,67.47531860434094,0.5592148410056097,1.9861051927561773,13.797374048216486,7,52.42660517190297,122.42660517190296
37,65.23068845866854,66.9937481884033,55.704789244396665,0.7616246058728577,1.9727359190797367,16.171942271169666,2,42.163991807149344,62.163991807149344
38,54.883605700319194,86.23833857643808,57.56234143674673,1.4744793632248405,1.7525817246896476,19.698188646337847,2,45.3236076278107,65.3236076278107
39,84.21165132560785,53.26781703994712,61.26584649756175,0.28775331068896853,1.591307554498397,17.276311376996887,4,44.74405029920368,84.74405029920368
40,72.00762468698007,65.76451689153052,62.5483330670149,0.8743112926947736,1.4933684603013018,19.226037570939578,1,45.59513822508736,55.59513822508736
41,56.10191174223894,76.97456461876686,92.5308028920569,0.43317408661587364,1.8393218544534016,17.622120583141772,5,50.18084243144814,100.18084243144814
42,74.75884550556351,89.53615824194819,78.06113941412625,1.4618795090326673,1.1473274259433857,15.917169688924005,6,52.98545884550719,112.9854588455072
43,51.71942605576092,65.9376251466035,76.16954556871832,0.3472945561457035,1.3612174549818525,11.920233691363446,9,42.17053826051282,132.1705382605128
44,95.4660201039391,81.29456882185045,55.73844359346087,0.7246813030700687,1.5432679632398023,16.66685651892513,8,51.27306853289663,131.27306853289662
45,62.93899908000085,94.29888741180935,93.00698466747176,1.1592504802849881,1.2934285710433893,16.23379565959907,2,54.67384502460327,74.67384502460327
46,83.1261142176991,80.79315940911523,86.14071516042418,1.115920756435679,1.3129837449083217,16.024691704572664,1,54.576514818685105,64.5765148186851
47,65.58555380447055,61.64797373768169,53.38341809500008,0.749547227962112,1.1963416010025014,14.897858679882408,2,40.39815784849873,60.39815784849873
48,76.00340105889055,51.220039077826904,85.39175486148844,0.6504814183385337,1.4770781800214432,15.286566039892756,7,46.896252851773006,116.896252851773
